id	int1	int2	enable_?	tip[0]	tip[1]
356	2	0	1	u,只要將滑鼠游標放置在角色資訊視窗顯示的活力紅利部分，就能確認期間內可以使用的活力道具數量。\0	a,
357	2	0	1	u,副職業達到75級以上的角色，和高達特城鎮的「神官瑟拉尼斯」對話後就能接取成為貴族的任務。\0	a,
358	4	103	1	u,透過財富的鐵匠能在R99級赫利奧斯武器上賦予特有的精煉效果。\\n 可選擇在PVP佔有優勢的黑暗赫利奧斯武器或是在PVE較為有利的血腥赫利奧斯武器。\0	a,
359	3	103	1	u,渾沌祭典中最強的勇士所屬的最強血盟，在一個月之內，經過謎樣的執事旁邊時，就能獲得強化技能「支配者的祝福」。\0	a,
360	2	0	1	u,在環境設定選單的遊戲選項中，可以選擇是否要顯示對話框、個人商店和個人工坊。\0	a,
361	1	0	1	u,角色生日當天可以獲得特別的禮物。在生日當天起算15天之內，若沒有領取寄送到郵件箱的禮物，將會進行刪除。\0	a,
362	4	103	1	u,製作等級95以上，一般/祝福的裝備道具時，必需要用武器碎片、防具碎片，飾品寶石代替一般製作材料。\0	a,
363	3	0	1	u,透過巨人的經典、刻印祕傳書–熟練篇變更昇華方式時，可以維持強化的階段。\0	a,
364	4	0	1	u,透過官方網站的網頁可以查看城堡的稅金收入金額。\0	a,
365	2	0	1	u,屬於黑暗之城的血盟成員無法參加「奪回被搶走的稅金」活動。\0	a,
366	2	0	1	u,光輝斗篷技能和居住處技能無法對邪惡狀態的角色使用。\0	a,
367	2	0	1	u,「奪回被搶走的稅金」活動進行時，輸送部隊會按照城鎮、一般區域、戰場的順序出現。\0	a,
368	1	0	1	u,若不參加「奪回被搶走的稅金」活動，就算攻占了輸送部隊也不會有反應。\0	a,
369	1	0	1	u,「財富的商人」將會受到出現的城鎮的城堡稅金影響。\0	a,
370	2	0	1	u,請養成良好網路使用習慣，並定期變更您的帳號密碼，\\n以提高您帳號的安全性。\0	a,
371	1	0	1	u,進行遊戲前，請您先行詳細瞭解遊戲規範，\\n恪遵規範內容不使用任何不當方式進行遊戲。\0	a,
372	3	0	1	u,長時間進行遊戲易造成身體疲累，建議您適度休息並注意遊戲進行時間，\\n身心都愉快才是遊戲的目的。\0	a,
373	1	0	1	u,請勿聽信不實謠言，所有新天堂II遊戲資訊，請以官方網站發佈資料為主，\\n若您有任何疑問，可透過訴求系統與FS連繫。\0	a,
374	1	0	1	u,遊戲管理者不會向您索取帳號密碼資訊, 請多多小心保管好帳號密碼。\\n若發現有假冒官方人員時，請使用訴求系統進行檢舉。\0	a,
375	4	0	1	u,若有任何問題，請可先善用官方網站FAQ\\n幫助您迅速解答心中的疑惑。\0	a,
376	3	0	1	u,若發現任何Bug問題可使用訴求或E-BOX進行回報\\n以讓新天堂II更加完美，謝謝您的支持與愛護。\0	a,
377	2	0	1	u,交易、買賣時請謹慎確認內容、價格\\n與對象身分，避免造成不必要的損失。\0	a,
378	1	0	1	u,被盜問題請及早使用訴求系統聯繫FS，掌握第一時間以降低您的損失，\\n詳細內容請至官方網站的帳號服務專區查詢。\0	a,
379	4	0	1	u,妥善使用各頻道分類，保持發言禮節不洗頻，\\n將使您的訊息與需求更有效率的被傳遞。\0	a,
380	3	0	1	u,若因地形造成角色無法移動，\\n可使用指令【/脫逃】功能傳送回鄰近村莊，以解決您的問題。\0	a,
381	1	0	1	u,為確保會員相關權益，\\n申請帳號時請填寫正確的個人資料。\0	a,
382	3	0	0	u,新天堂II例行維護的時間為每週三07:00 ~ 12:00，\\n請會員多多留意遊戲的進行。\0	a,
383	4	0	1	u,你今天MSN了嗎？遊戲內建的MSN及遊戲好友線上對話訊息，\\n讓你跟夥伴之間貼心話語不遺漏！\0	a,
384	3	0	1	u,除了遊戲中的訴求系統外，官方網站上還有E-BOX信件回覆系統\\n可以與伺服器GM進行聯繫，將讓您有更多元化的方式來跟GM互動。\0	a,
385	4	101	1	u,新加入的冒險者，因無法抓到玩遊戲的"眉角"而苦惱嗎？\\n新天堂II說話島新手訓練所教您各種遊戲小秘訣。\0	a,
386	4	0	1	u,想了解更多關於六大種族的愛恨糾葛嗎？在官方網站上我們精心提供了\\n許多設定說明以及小說歷史。\\n讓您除了在遊戲中探索遊戲的世界外，更可以透過文字來體驗這壯大的史詩背景。\0	a,
387	4	0	1	u,討論版提供會員遊戲問題的討論及情感交流，\\n請善加利用，交流時也請保持應有的網路禮儀。\0	a,
388	2	0	1	u,使用訴求系統(/訴求)，即有專屬FS為您處理遊戲中所遭遇到問題，\\n在結束後更別忘了為GM進行評分喔。\0	a,
389	3	0	1	u,加密卡的啟用可讓您的帳號多一道防護，請多加善用此項功能。\\n相關申請使用方式請見官方網站說明。\0	a,
390	1	0	1	u,請玩家於官方網站上多多注意帳號儲值付費、\\n遊戲區間扣點的情況以及遊戲區間到期日，\\n另有自動預購遊戲區間的服務哦~\0	a,
391	3	0	1	u,遊戲中找不到志同道合的玩家一同遊戲嗎? 您可以使用(尋找隊友)功能\\n來查看選擇適合您遊戲組隊的隊友。\0	a,
392	4	0	0	u,新天堂II遊戲內建的討論區，無論是遊戲疑問或是閒話家常，\\n都是您最好的選擇，還請玩家多多利用。\0	a,
393	2	0	1	u,遊戲中的任何NPC設定及重生時間\\n皆由系統自動控制，\\nGM無法提供NPC相關設定及重生時間，\\n請玩家發揮冒險精神，多多自行體驗遊戲內容\0	a,
394	2	0	0	u,提醒您勿將遊戲中道具、金幣丟棄於地上，以避免造成您不必要的損失。\\n若需轉移道具、金幣，請您利用遊戲中貨運倉庫管理員來寄送給予。\0	a,
395	4	0	1	u,您想分享個人私密小檔案讓廣大新天堂II的冒險伙伴們認識您嗎？\\n請至新天堂II說話島註冊成為說話島一份子!\0	a,
396	4	0	1	u,您因打不到寶、找不到組而苦悶煩惱嗎？\\n官方網站漫畫亞丁達人秀保證讓您一掃陰霾、開懷大笑~\0	a,
397	3	0	0	u,可透過各村莊道具商人購買”冒險者指南書”，使用此書，\\n可以非常便利的檢視任務、獵場、地區與狩獵首領的情報。\0	a,
