npc_id	skill_id	seq_name	skill_name	npc_name	npc_class
22470	5565	spwait01	a,s_trigger_expose_weak_point1\0	a,rim_55_normal\0	a,LineageMonster.batur_orc_20_bi\0
22471	4032	spatk01	a,s_npc_strike5\0	a,rim_55_speciala\0	a,LineageMonster.batur_orc_warrior_20_bi\0
22471	5565	spwait01	a,s_trigger_expose_weak_point1\0	a,rim_55_speciala\0	a,LineageMonster.batur_orc_warrior_20_bi\0
22472	4032	spatk01	a,s_npc_strike5\0	a,rim_55_specialb\0	a,LineageMonster.batur_orc_overlord_20_bi\0
22472	4340	atk02	a,s_ultimate_buff_2nd\0	a,rim_55_specialb\0	a,LineageMonster.batur_orc_overlord_20_bi\0
22472	5565	atk01	a,s_trigger_expose_weak_point1\0	a,rim_55_specialb\0	a,LineageMonster.batur_orc_overlord_20_bi\0
22473	4032	spatk01	a,s_npc_strike6\0	a,rim_60_normal\0	a,LineageMonster.kel_mahum\0
22473	5565	social01	a,s_trigger_expose_weak_point1\0	a,rim_60_normal\0	a,LineageMonster.kel_mahum\0
22474	4032	spatk01	a,s_npc_strike6\0	a,rim_60_speciala\0	a,LineageMonster.kel_mahum_warrior\0
22474	5565	social01	a,s_trigger_expose_weak_point1\0	a,rim_60_speciala\0	a,LineageMonster.kel_mahum_warrior\0
22475	4032	spatk01	a,s_npc_strike6\0	a,rim_60_specialb\0	a,LineageMonster.kel_mahum_champion\0
22475	4340	social01	a,s_ultimate_buff_2nd\0	a,rim_60_specialb\0	a,LineageMonster.kel_mahum_champion\0
22475	5565	atk01	a,s_trigger_expose_weak_point1\0	a,rim_60_specialb\0	a,LineageMonster.kel_mahum_champion\0
22476	4032	atk01	a,s_npc_strike6\0	a,rim_65_normal\0	a,LineageMonster2.vampire_soldier\0
22476	5565	spatk01	a,s_trigger_expose_weak_point1\0	a,rim_65_normal\0	a,LineageMonster2.vampire_soldier\0
22477	4032	spatk01	a,s_npc_strike6\0	a,rim_65_speciala\0	a,LineageMonster2.vampire_warrior\0
22477	5565	spatk02	a,s_trigger_expose_weak_point1\0	a,rim_65_speciala\0	a,LineageMonster2.vampire_warrior\0
22478	4032	spatk01	a,s_npc_strike6\0	a,rim_65_specialb\0	a,LineageMonster3.Vampire_Troop_Leader\0
22478	4340	atk01	a,s_ultimate_buff_2nd\0	a,rim_65_specialb\0	a,LineageMonster3.Vampire_Troop_Leader\0
22478	5565	atk01	a,s_trigger_expose_weak_point1\0	a,rim_65_specialb\0	a,LineageMonster3.Vampire_Troop_Leader\0
22479	4032	spatk01	a,s_npc_strike7\0	a,rim_70_normal\0	a,LineageMonster4.eyeless_080p\0
22479	5565	spatk03	a,s_trigger_expose_weak_point1\0	a,rim_70_normal\0	a,LineageMonster4.eyeless_080p\0
22480	4032	spatk01	a,s_npc_strike7\0	a,rim_70_speciala\0	a,LineageMonster4.eyeless\0
22480	5565	spatk03	a,s_trigger_expose_weak_point1\0	a,rim_70_speciala\0	a,LineageMonster5.eyeless\0
22481	4032	spatk01	a,s_npc_strike7\0	a,rim_70_specialb\0	a,LineageMonster4.eyeless_120p\0
22481	4340	spatk03	a,s_ultimate_buff_2nd\0	a,rim_70_specialb\0	a,LineageMonster4.eyeless_120p\0
22481	5565	spatk03	a,s_trigger_expose_weak_point1\0	a,rim_70_specialb\0	a,LineageMonster4.eyeless_120p\0
22482	4032	spatk02	a,s_npc_strike8\0	a,rim_75_normal\0	a,LineageMonster4.rah\0
22482	5565	atk01	a,s_trigger_expose_weak_point1\0	a,rim_75_normal\0	a,LineageMonster4.rah\0
22483	4032	spatk01	a,s_npc_strike8\0	a,rim_75_speciala\0	a,LineageMonster4.rahuu\0
22483	5565	atk02	a,s_trigger_expose_weak_point1\0	a,rim_75_speciala\0	a,LineageMonster4.rahuu\0
22484	4032	spatk01	a,s_npc_strike8\0	a,rim_75_specialb\0	a,LineageMonster4.rahuu\0
22484	4340	spatk02	a,s_ultimate_buff_2nd\0	a,rim_75_specialb\0	a,LineageMonster4.rahuu\0
22484	5565	atk01	a,s_trigger_expose_weak_point1\0	a,rim_75_specialb\0	a,LineageMonster4.rahuu\0
25528	4032	spatk01	a,s_npc_strike2\0	a,tiberias\0	a,LineageMonster4.K_Examiner\0
25528	5265	atk01	a,s_npc_soul_emission2\0	a,tiberias\0	a,LineageMonster4.K_Examiner\0
25529	4065	spatk02	a,s_npc_heal2\0	a,ng_bossprivates_heal\0	a,LineageMonster4.Mostro_Fighter\0
25531	4182	spatk02	a,s_self_range_poison_boss_a_9\0	a,darnellss\0	a,LineageMonster4.rah\0
25531	4189	spatk02	a,s_self_range_paralyze_boss_a_9\0	a,darnellss\0	a,LineageMonster4.rah\0
25531	5440	spatk02	a,s_display_darnellss1\0	a,darnellss\0	a,LineageMonster4.rah\0
25532	5418	spatk01	a,s_granisko_invincibility1\0	a,granisko\0	a,LineageMonster4.Keyache\0
25532	5439	spatk01	a,s_npc_party60_clan_heal5\0	a,granisko\0	a,LineageMonster4.Keyache\0
25533	4084	spatk03	a,s_npc_resist_physical_dmg9\0	a,granisko_s_lower\0	a,LineageMonster3.Death_Blader_Raid\0
25533	4099	spatk03	a,s_npc_berserker2\0	a,granisko_s_lower\0	a,LineageMonster3.Death_Blader_Raid\0
25534	5238	spatk02	a,s_tears_ice_wall1\0	a,tears\0	a,LineageMonster4.tears\0
25534	5420	spatk03	a,s_tears_invincibility1\0	a,tears\0	a,LineageMonster4.tears\0
25534	5421	spatk03	a,s_tears_invincibility_cancel1\0	a,tears\0	a,LineageMonster4.tears\0
25536	4183	spatk01	a,s_self_range_weakness_boss_a_9\0	a,hallibell\0	a,LineageMonster4.rah\0
25536	4185	spatk01	a,s_self_range_sleep_boss_a_9\0	a,hallibell\0	a,LineageMonster4.rah\0
25536	4191	spatk02	a,s_wind_strike_boss_a_9\0	a,hallibell\0	a,LineageMonster4.rah\0
25538	4199	atk01	a,s_weakness_boss_a_9\0	a,revenger_not_taking\0	a,LineageMonster4.eyeless\0
25538	4780	spatk03	a,s_heal_boss_a_2c_8\0	a,revenger_not_taking\0	a,LineageMonster4.eyeless\0
25539	5380	spatk02	a,s_npc_party60_m_long_dd_wind4\0	a,tornado_of_desert\0	a,LineageMonster3.Death_Blader_Raid_sand\0
25539	5382	spatk01	a,s_npc_party60_m_self_range_dd_wind4\0	a,tornado_of_desert\0	a,LineageMonster3.Death_Blader_Raid_sand\0
25540	5249	spatk02	a,s_dark_circle_boss9\0	a,duke_devil\0	a,LineageMonster4.rahuu\0
25540	5247	atk02	a,s_range_dark_seed_boss9\0	a,duke_devil\0	a,LineageMonster4.rahuu\0
25540	5044	atk02	a,s_npc_ultimate_defence2\0	a,duke_devil\0	a,LineageMonster4.rahuu\0
25541	4466	spwait01	a,s_npc_surrender_to_unholy3\0	a,duke_devil_s_explosion\0	a,LineageMonster3.self_blaster\0
25541	4483	spatk02	a,s_npc_mass_hold9\0	a,duke_devil_s_explosion\0	a,LineageMonster3.self_blaster\0
25541	5299	atk01	a,s_npc_party30_p_short_range_attack_unholy5\0	a,duke_devil_s_explosion\0	a,LineageMonster3.self_blaster\0
25542	5246	spatk01	a,s_dark_explosion_boss9\0	a,ranku\0	a,LineageMonster4.LaneCoo\0
25542	5250	spatk01	a,s_ranku_shock1\0	a,ranku\0	a,LineageMonster4.LaneCoo\0
25543	5297	spatk01	a,s_npc_party30_p_short_attack_unholy9\0	a,summoner_of_ranku\0	a,LineageMonster4.eyeless_080p\0
25543	5266	spatk02	a,s_npc_magical_backfire9\0	a,summoner_of_ranku\0	a,LineageMonster4.eyeless_080p\0
25544	4168	spatk01	a,s_power_strike_boss_a_2a_10\0	a,tolles\0	a,LineageMonster4.Tollese\0
25544	4187	spwait	a,s_self_range_slow_boss_a_10\0	a,tolles\0	a,LineageMonster4.Tollese\0
25545	5230	spatk01	a,s_tolles_thunder_storm_bottom1\0	a,tolles_s_poinding\0	a,LineageMonster4.giga_whirligig\0
25545	5231	spatk01	a,s_tolles_thunder_storm_middle1\0	a,tolles_s_poinding\0	a,LineageMonster4.giga_whirligig\0
25545	5232	spatk01	a,s_tolles_thunder_storm_top1\0	a,tolles_s_poinding\0	a,LineageMonster4.giga_whirligig\0
25545	5233	atk01	a,s_tolles_spinning_slasher_bottom1\0	a,tolles_s_poinding\0	a,LineageMonster4.giga_whirligig\0
25545	5234	atk01	a,s_tolles_spinning_slasher_middle1\0	a,tolles_s_poinding\0	a,LineageMonster4.giga_whirligig\0
25545	5235	atk01	a,s_tolles_spinning_slasher_top1\0	a,tolles_s_poinding\0	a,LineageMonster4.giga_whirligig\0
25546	4178	spatk01	a,s_flame_strike_boss_a_7\0	a,castle_prisoner_a\0	a,LineageMonster.banshee_50_bi\0
25548	4213	spwait01	a,s_self_range_haste_boss_a_7\0	a,castle_prisoner_a_z2\0	a,LineageMonster.liviona\0
25548	4781	spwait01	a,s_heal_boss_a_1a_7\0	a,castle_prisoner_a_z2\0	a,LineageMonster.liviona\0
25549	4197	spatk01	a,s_range_hold_boss_a_7\0	a,castle_prisoner_b\0	a,LineageMonster.virud_lizardman_shaman\0
25550	4195	atk01	a,s_twister_boss_a_7\0	a,castle_prisoner_b_z1\0	a,LineageMonster.zenta_lizardman_warrior\0
25550	4200	atk01	a,s_wind_shackle_boss_a_7\0	a,castle_prisoner_b_z1\0	a,LineageMonster.zenta_lizardman_warrior\0
25551	4725	atk01	a,s_stun_attack_boss_a_2c_7\0	a,castle_prisoner_b_z2\0	a,LineageMonster.virud_lizardman_warrior\0
25552	4172	spatk01	a,s_thunder_storm_boss_a_7\0	a,castle_prisoner_c\0	a,LineageMonster3.Death_Blader_Raid\0
25552	4173	spatk03	a,s_might_boss_a_7\0	a,castle_prisoner_c\0	a,LineageMonster3.Death_Blader_Raid\0
25552	4177	spatk03	a,s_self_range_cancel_boss_a_7\0	a,castle_prisoner_c\0	a,LineageMonster3.Death_Blader_Raid\0
25552	4730	spatk01	a,s_mortal_blow_boss_a_2c_7\0	a,castle_prisoner_c\0	a,LineageMonster3.Death_Blader_Raid\0
25553	4170	spatk01	a,s_mortal_blow_boss_a_2a_7\0	a,castle_prisoner_d\0	a,LineageMonster3.Steel_Trapper\0
25553	4172	spatk02	a,s_thunder_storm_boss_a_7\0	a,castle_prisoner_d\0	a,LineageMonster3.Steel_Trapper\0
25553	4175	atk02	a,s_haste_boss_a_7\0	a,castle_prisoner_d\0	a,LineageMonster3.Steel_Trapper\0
25553	4177	spatk02	a,s_self_range_cancel_boss_a_7\0	a,castle_prisoner_d\0	a,LineageMonster3.Steel_Trapper\0
25554	4182	spatk02	a,s_self_range_poison_boss_a_7\0	a,castle_prisoner_e\0	a,LineageMonster.kaim_vanul\0
25554	4190	spatk02	a,s_self_range_aura_sink_boss_a_7\0	a,castle_prisoner_e\0	a,LineageMonster.kaim_vanul\0
25554	4195	spatk02	a,s_twister_boss_a_7\0	a,castle_prisoner_e\0	a,LineageMonster.kaim_vanul\0
25555	4721	spatk01	a,s_power_strike_boss_a_1a_7\0	a,castle_prisoner_e_z1\0	a,LineageMonster.death_blader\0
25557	4197	spatk02	a,s_range_hold_boss_a_7\0	a,castle_prisoner_f\0	a,LineageMonster3.Jungle_Bleeze\0
25558	4191	atk01	a,s_wind_strike_boss_a_7\0	a,castle_prisoner_f_z1\0	a,LineageMonster.mandragora_a\0
25558	4198	atk01	a,s_poison_boss_a_7\0	a,castle_prisoner_f_z1\0	a,LineageMonster.mandragora_a\0
25559	4740	atk01	a,s_power_strike_boss_b_2c_7\0	a,castle_prisoner_f_z2\0	a,LineageMonster.mandragora_b\0
25560	4178	atk01	a,s_flame_strike_boss_a_7\0	a,castle_prisoner_g\0	a,LineageMonster.heltor_silenos_50_bi\0
25561	4211	spatk01	a,s_self_range_might_boss_a_7\0	a,castle_prisoner_g_z1\0	a,LineageMonster.heltor_silenos_shaman\0
25561	4780	spatk01	a,s_heal_boss_a_2c_7\0	a,castle_prisoner_g_z1\0	a,LineageMonster.heltor_silenos_shaman\0
25563	4182	atk01	a,s_self_range_poison_boss_a_7\0	a,castle_prisoner_h\0	a,LineageMonster.succubus_100_bi\0
25563	4188	atk01	a,s_self_range_bleed_boss_a_7\0	a,castle_prisoner_h\0	a,LineageMonster.succubus_100_bi\0
25563	4194	atk01	a,s_aura_burn_boss_a_7\0	a,castle_prisoner_h\0	a,LineageMonster.succubus_100_bi\0
25564	4725	atk02	a,s_stun_attack_boss_a_2c_7\0	a,castle_prisoner_h_z1\0	a,LineageMonster.bloody_queen\0
25566	4183	atk01	a,s_self_range_weakness_boss_a_7\0	a,castle_prisoner_i\0	a,LineageMonster.pixy_bi\0
25566	4190	atk01	a,s_self_range_aura_sink_boss_a_7\0	a,castle_prisoner_i\0	a,LineageMonster.pixy_bi\0
25566	4194	atk01	a,s_aura_burn_boss_a_7\0	a,castle_prisoner_i\0	a,LineageMonster.pixy_bi\0
25567	4194	atk01	a,s_aura_burn_boss_a_7\0	a,castle_prisoner_i_z1\0	a,LineageMonster.dryad\0
25567	4202	atk01	a,s_hold_boss_a_7\0	a,castle_prisoner_i_z1\0	a,LineageMonster.dryad\0
25568	4212	atk01	a,s_self_range_shield_boss_a_7\0	a,castle_prisoner_i_z2\0	a,LineageMonster.dryad\0
25568	4785	atk01	a,s_life_chant_boss_a_2c_7\0	a,castle_prisoner_i_z2\0	a,LineageMonster.dryad\0
25569	4745	spatk01	a,s_stun_attack_boss_b_2c_8\0	a,castle_prisoner_j\0	a,LineageMonster2.ketra_orc_chieftain_20_bi\0
25572	4178	spatk01	a,s_flame_strike_boss_a_6\0	a,fortress_prisoner_a\0	a,LineageMonster.oel_mahum_witch_doctor_50_bi\0
25573	4213	social01	a,s_self_range_haste_boss_a_6\0	a,fortress_prisoner_a_z1\0	a,LineageMonster.oel_mahum_warrior\0
25573	4780	social01	a,s_heal_boss_a_2c_6\0	a,fortress_prisoner_a_z1\0	a,LineageMonster.oel_mahum_warrior\0
25575	4187	spwait	a,s_self_range_slow_boss_a_6\0	a,fortress_prisoner_b\0	a,LineageMonster3.Kernon_Raid\0
25575	4190	spatk01	a,s_self_range_aura_sink_boss_a_6\0	a,fortress_prisoner_b\0	a,LineageMonster3.Kernon_Raid\0
25575	4194	atk01	a,s_aura_burn_boss_a_6\0	a,fortress_prisoner_b\0	a,LineageMonster3.Kernon_Raid\0
25577	4741	atk01	a,s_power_strike_boss_b_1a_6\0	a,fortress_prisoner_b_z2\0	a,LineageMonster.field_stalker\0
25578	4176	atk01	a,s_reflect_damage_boss_a_6\0	a,fortress_prisoner_c\0	a,LineageMonster.hunter_gargoyle_50_bi\0
25578	4177	atk01	a,s_self_range_cancel_boss_a_6\0	a,fortress_prisoner_c\0	a,LineageMonster.hunter_gargoyle_50_bi\0
25578	4730	atk01	a,s_mortal_blow_boss_a_2c_6\0	a,fortress_prisoner_c\0	a,LineageMonster.hunter_gargoyle_50_bi\0
25578	4735	atk01	a,s_spinning_slasher_boss_a_2c_6\0	a,fortress_prisoner_c\0	a,LineageMonster.hunter_gargoyle_50_bi\0
25579	4185	spatk02	a,s_self_range_sleep_boss_a_6\0	a,fortress_prisoner_d\0	a,LineageMonster3.lidia_von_helmann_120p\0
25579	4190	spatk02	a,s_self_range_aura_sink_boss_a_6\0	a,fortress_prisoner_d\0	a,LineageMonster3.lidia_von_helmann_120p\0
25579	4196	spatk02	a,s_ice_bolt_boss_a_6\0	a,fortress_prisoner_d\0	a,LineageMonster3.lidia_von_helmann_120p\0
25581	4741	atk01	a,s_power_strike_boss_b_1a_6\0	a,fortress_prisoner_d_z2\0	a,LineageMonster.skeleton_royal_guard\0
25582	4178	spatk02	a,s_flame_strike_boss_a_6\0	a,fortress_prisoner_e\0	a,LineageMonster2.vampire_warrior\0
25583	4213	spatk02	a,s_self_range_haste_boss_a_6\0	a,fortress_prisoner_e_z1\0	a,LineageMonster2.vampire_wizard\0
25583	4785	spatk01	a,s_life_chant_boss_a_2c_6\0	a,fortress_prisoner_e_z1\0	a,LineageMonster2.vampire_wizard\0
25585	4197	atk01	a,s_range_hold_boss_a_6\0	a,fortress_prisoner_f\0	a,LineageMonster.medusa_100_bi\0
25586	4192	spatk01	a,s_vampiric_touch_boss_a_6\0	a,fortress_prisoner_f_z1\0	a,LineageMonster2.lilim_wizard\0
25586	4204	spatk01	a,s_bleed_boss_a_6\0	a,fortress_prisoner_f_z1\0	a,LineageMonster2.lilim_wizard\0
25587	4725	atk01	a,s_stun_attack_boss_a_2c_6\0	a,fortress_prisoner_f_z2\0	a,LineageMonster.skeleton_royal_guard\0
25588	4172	atk01	a,s_thunder_storm_boss_a_6\0	a,fortress_prisoner_g\0	a,LineageMonster.headless_knight_50_bi\0
25588	4175	spatk01	a,s_haste_boss_a_6\0	a,fortress_prisoner_g\0	a,LineageMonster.headless_knight_50_bi\0
25588	4177	spatk01	a,s_self_range_cancel_boss_a_6\0	a,fortress_prisoner_g\0	a,LineageMonster.headless_knight_50_bi\0
25588	4731	atk01	a,s_mortal_blow_boss_a_1a_6\0	a,fortress_prisoner_g\0	a,LineageMonster.headless_knight_50_bi\0
25589	4188	spatk01	a,s_self_range_bleed_boss_a_6\0	a,fortress_prisoner_h\0	a,LineageMonster.heltor_silenos_shaman_50_bi\0
25589	4190	spatk01	a,s_self_range_aura_sink_boss_a_6\0	a,fortress_prisoner_h\0	a,LineageMonster.heltor_silenos_shaman_50_bi\0
25589	4192	spatk01	a,s_vampiric_touch_boss_a_6\0	a,fortress_prisoner_h\0	a,LineageMonster.heltor_silenos_shaman_50_bi\0
25590	4725	atk02	a,s_stun_attack_boss_a_2c_6\0	a,fortress_prisoner_h_z1\0	a,LineageMonster.heltor_silenos_warrior\0
25592	4173	atk01	a,s_might_boss_a_6\0	a,fortress_prisoner_i\0	a,LineageMonster2.ketra_warbeast\0
25592	4177	atk01	a,s_self_range_cancel_boss_a_6\0	a,fortress_prisoner_i\0	a,LineageMonster2.ketra_warbeast\0
25592	4721	spatk01	a,s_power_strike_boss_a_1a_6\0	a,fortress_prisoner_i\0	a,LineageMonster2.ketra_warbeast\0
25592	4736	spatk01	a,s_spinning_slasher_boss_a_1a_6\0	a,fortress_prisoner_i\0	a,LineageMonster2.ketra_warbeast\0
25593	4745	spatk02	a,s_stun_attack_boss_b_2c_7\0	a,fortress_prisoner_j\0	a,LineageMonster3.Elder_Troll\0
25594	4760	atk01	a,s_stun_shot_boss_a_2c_7\0	a,fortress_prisoner_j_z1\0	a,LineageMonster.virud_lizardman_scout\0
25596	4047	spatk01	a,s_npc_hold11\0	a,ocular_servitor\0	a,LineageMonster2.parasitic_eye_20_sm\0
25596	5315	spwait01	a,s_npc_party30_m_self_range_dd_kamigaze1\0	a,ocular_servitor\0	a,LineageMonster2.parasitic_eye_20_sm\0
25597	4152	spatk02	a,s_blood_sucking_magic_only11\0	a,hurrel\0	a,LineageMonster2.erinyes\0
25598	4153	spatk01	a,s_npc_ice_magic_only11\0	a,gege\0	a,LineageMonster3.Elder_Troll\0
25599	4157	atk01	a,s_npc_blaze_magic_only11\0	a,igraz\0	a,LineageMonster2.magmagoil_lad_20_sm\0
25600	5297	spatk01	a,s_npc_party30_p_short_attack_unholy5\0	a,challanger_temenerr\0	a,LineageMonster4.behamah\0
25600	5299	atk02	a,s_npc_party30_p_short_range_attack_unholy5\0	a,challanger_temenerr\0	a,LineageMonster4.behamah\0
25600	5331	spatk03	a,s_npc_party30_m_long_hp_drain5\0	a,challanger_temenerr\0	a,LineageMonster4.behamah\0
25601	5277	spatk02	a,s_npc_party30_p_short_attack_fire5\0	a,challanger_draxious\0	a,LineageMonster2.ahrimanes_20_sm\0
25601	5279	spatk02	a,s_npc_party30_p_short_range_attack_fire5\0	a,challanger_draxious\0	a,LineageMonster2.ahrimanes_20_sm\0
25601	4663	spatk01	a,s_npc_hate\0	a,challanger_draxious\0	a,LineageMonster2.ahrimanes_20_sm\0
25602	5316	spatk02	a,s_npc_party30_m_long_dd_water5\0	a,challanger_kearetsea\0	a,rakul\0
25602	5318	spatk01	a,s_npc_party30_m_self_range_dd_water5\0	a,challanger_kearetsea\0	a,rakul\0
25602	4065	spatk02	a,s_npc_heal11\0	a,challanger_kearetsea\0	a,rakul\0
25603	5500	spatk01	a,s_darion_black_dragon_claw1\0	a,darion\0	a,LineageMonster4.darion\0
25603	5501	spatk03	a,s_darion_shield_strike1\0	a,darion\0	a,LineageMonster4.darion\0
25603	5502	spatk02	a,s_darion_roar1\0	a,darion\0	a,LineageMonster4.darion\0
25603	5503	spatk04	a,s_darion_ultimate_guard1\0	a,darion\0	a,LineageMonster4.darion\0
25603	5504	spatk04	a,s_darion_shield_defense1\0	a,darion\0	a,LineageMonster4.darion\0
25605	5338	atk01	a,s_npc_party60_p_short_attack_fire5\0	a,naia_spore_fire\0	a,LineageMonster4.guard_naia_b1t\0
25605	4032	atk01	a,s_npc_strike10\0	a,naia_spore_fire\0	a,LineageMonster4.guard_naia_b1t\0
25605	5765	atk01	a,s_npc_naia_sprout_fire1\0	a,naia_spore_fire\0	a,LineageMonster4.guard_naia_b1t\0
25606	5342	atk01	a,s_npc_party60_p_short_attack_water5\0	a,naia_spore_water\0	a,LineageMonster4.guard_naia_b2t\0
25606	4032	atk01	a,s_npc_strike10\0	a,naia_spore_water\0	a,LineageMonster4.guard_naia_b2t\0
25606	5766	atk01	a,s_npc_naia_sprout_water1\0	a,naia_spore_water\0	a,LineageMonster4.guard_naia_b2t\0
25607	5346	atk01	a,s_npc_party60_p_short_attack_wind5\0	a,naia_spore_wind\0	a,LineageMonster4.guard_naia_b3t\0
25607	4032	atk01	a,s_npc_strike10\0	a,naia_spore_wind\0	a,LineageMonster4.guard_naia_b3t\0
25607	5767	atk01	a,s_npc_naia_sprout_wind1\0	a,naia_spore_wind\0	a,LineageMonster4.guard_naia_b3t\0
25608	5350	spatk01	a,s_npc_party60_p_short_attack_earth5\0	a,naia_spore_earth\0	a,LineageMonster4.guard_naia_b4t\0
25608	4032	atk01	a,s_npc_strike10\0	a,naia_spore_earth\0	a,LineageMonster4.guard_naia_b4t\0
25608	5768	atk01	a,s_npc_naia_sprout_earth1\0	a,naia_spore_earth\0	a,LineageMonster4.guard_naia_b4t\0
25609	5505	spatk01	a,s_naia_blossom_of_fire1\0	a,naia_shambler_fire\0	a,LineageMonster4.guard_naia_c\0
25609	5509	spatk02	a,s_naia_fire_prosper1\0	a,naia_shambler_fire\0	a,LineageMonster4.guard_naia_c\0
25609	5517	atkwait	a,s_naia_nurture1\0	a,naia_shambler_fire\0	a,LineageMonster4.guard_naia_c\0
25610	5506	spatk01	a,s_naia_blossom_of_water1\0	a,naia_shambler_water\0	a,LineageMonster4.guard_naia_c\0
25610	5510	spatk02	a,s_naia_water_prosper1\0	a,naia_shambler_water\0	a,LineageMonster4.guard_naia_c\0
25610	5517	atkwait	a,s_naia_nurture1\0	a,naia_shambler_water\0	a,LineageMonster4.guard_naia_c\0
25611	5507	spatk01	a,s_naia_blossom_of_wind1\0	a,naia_shambler_wind\0	a,LineageMonster4.guard_naia_c\0
25611	5511	spatk02	a,s_naia_wind_prosper1\0	a,naia_shambler_wind\0	a,LineageMonster4.guard_naia_c\0
25611	5517	atkwait	a,s_naia_nurture1\0	a,naia_shambler_wind\0	a,LineageMonster4.guard_naia_c\0
25612	5508	spatk01	a,s_naia_blossom_of_earth1\0	a,naia_shambler_earth\0	a,LineageMonster4.guard_naia_c\0
25612	5512	spatk02	a,s_naia_earth_prosper1\0	a,naia_shambler_earth\0	a,LineageMonster4.guard_naia_c\0
25612	5517	atkwait	a,s_naia_nurture1\0	a,naia_shambler_earth\0	a,LineageMonster4.guard_naia_c\0
25613	4077	atkwait	a,s_npc_aura_burn10\0	a,naia_spore_basic\0	a,LineageMonster4.guard_naia_a\0
25614	5593	spatk01	a,s_darion_hp_mp_drain1\0	a,roaming_m\0	a,LineageMonster4.roaming_msoul\0
25615	5593	spatk01	a,s_darion_hp_mp_drain1\0	a,roaming_f\0	a,LineageMonster4.roaming_fsoul\0
29099	5221	spatk04	a,s_barler_near_weakness1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5222	spatk04	a,s_barler_far_weakness1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5223	spatk04	a,s_barler_magic_weakness1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5224	spatk05	a,s_barler_berserker1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5225	social03	a,s_invincibility_boss1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5226	spatk04	a,s_barler_tel_pc\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5227	spatk02	a,s_barler_spinning_slasher1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5228	spatk02	a,s_barler_jump_spinning_slasher1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5229	exatk03	a,s_barler_punch1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5401	Wait	a,s_display_barler1\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5402	spatk02	a,s_display_barler2\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5403	social03	a,s_display_barler3\0	a,barler\0	a,LineageMonster4.Barler\0
29099	5404	social02	a,s_display_barler4\0	a,barler\0	a,LineageMonster4.Barler\0
29100	4032	spatk02	a,s_npc_strike9\0	a,barler_privates\0	a,LineageMonster4.eyeless\0
29100	5043	spatk02	a,s_npc_super_sonic_blaster9\0	a,barler_privates\0	a,LineageMonster4.eyeless\0
29100	5360	spatk01	a,s_npc_party60_p_short_range_attack_unholy9\0	a,barler_privates\0	a,LineageMonster4.eyeless\0
29101	4210	spatk03	a,s_life_chant_boss_a_2a_9\0	a,barler_gurad_golem\0	a,LineageMonster4.Crystal_Golem\0
29103	5401	Wait	a,s_display_barler1\0	a,barler_for_direct\0	a,LineageMonster4.Barler\0
29103	5402	spatk02	a,s_display_barler2\0	a,barler_for_direct\0	a,LineageMonster4.Barler\0
29103	5403	social03	a,s_display_barler3\0	a,barler_for_direct\0	a,LineageMonster4.Barler\0
29103	5404	social02	a,s_display_barler4\0	a,barler_for_direct\0	a,LineageMonster4.Barler\0
29104	5405	spatk03	a,s_display_barler5\0	a,privates_for_direct\0	a,LineageMonster4.eyeless\0
29104	5406	spatk03	a,s_display_barler6\0	a,privates_for_direct\0	a,LineageMonster4.eyeless\0
29105	5407	Wait	a,s_display_barler7\0	a,golem_for_direct\0	a,LineageMonster4.Crystal_Golem\0
29105	5408	spatk03	a,s_display_barler8\0	a,golem_for_direct\0	a,LineageMonster4.Crystal_Golem\0
29105	5409	spatk03	a,s_display_barler9\0	a,golem_for_direct\0	a,LineageMonster4.Crystal_Golem\0
29115	4032	spatk01	a,s_npc_strike9\0	a,barler_privates_n\0	a,LineageMonster4.eyeless_080p\0
29115	5043	spatk02	a,s_npc_super_sonic_blaster9\0	a,barler_privates_n\0	a,LineageMonster4.eyeless_080p\0
29118	5495	spatk01	a,s_beres_bleed_blade_fall1\0	a,bereth\0	a,LineageMonster4.bereth\0
29118	5496	spatk02	a,s_beres_darkness_fire_ball\0	a,bereth\0	a,LineageMonster4.bereth\0
29118	5497	spatk03	a,s_beres_rise_darkness_horn1\0	a,bereth\0	a,LineageMonster4.bereth\0
29118	5498	spatk04	a,s_beres_self_blasting1\0	a,bereth\0	a,LineageMonster4.bereth\0
29118	5531	social03	a,s_display_magic_beres1\0	a,bereth\0	a,LineageMonster4.bereth\0
29118	5532	spatk01	a,s_display_summon_beres2\0	a,bereth\0	a,LineageMonster4.bereth\0
29118	5533	spatk03	a,s_display_bomb_beres2\0	a,bereth\0	a,LineageMonster4.bereth\0
29119	5495	spatk01	a,s_beres_bleed_blade_fall1\0	a,bereth\0	a,LineageMonster4.bereth\0
