id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
30960	u,啤酒箱子\0	a,	9C	E8	A9	-1
30961	u,衣服箱子\0	a,	9C	E8	A9	-1
30962	u,水的石像\0	a,	9C	E8	A9	-1
30963	u,火的石像\0	a,	9C	E8	A9	-1
30964	u,風的石像\0	a,	9C	E8	A9	-1
30965	u,土的石像\0	a,	9C	E8	A9	-1
30966	u,黑暗的石像\0	a,	9C	E8	A9	-1
30967	u,光的石像\0	a,	9C	E8	A9	-1
30968	u,甄妮佛\0	u,半獸人淑女\0	9C	E8	A9	-1
30969	u,艾森海內\0	a,	9C	E8	A9	-1
30970	u,桃樂絲\0	u,鎖匠\0	9C	E8	A9	-1
30971	u,奧爾菲司\0	u,瘋狂博士\0	9C	E8	A9	-1
30972	u,復活裝置\0	a,	9C	E8	A9	-1
30973	u,靈媒的甕\0	a,	9C	E8	A9	-1
30974	u,奧利佛\0	u,復活冒險者\0	9C	E8	A9	-1
30975	u,柯爾林諾\0	u,復活冒險者\0	9C	E8	A9	-1
30976	u,復活的村莊少女\0	a,	9C	E8	A9	-1
30977	u,祕密的聖櫃\0	a,	9C	E8	A9	-1
30978	u,祕密的聖櫃\0	a,	9C	E8	A9	-1
30979	u,祕密的聖櫃\0	a,	9C	E8	A9	-1
30980	u,聖櫃守護者的屍體\0	a,	9C	E8	A9	-1
30981	u,黑色審判者\0	a,	9C	E8	A9	-1
30982	u,沉睡幼蟻\0	a,	9C	E8	A9	-1
30983	u,沉睡幼蟻\0	a,	9C	E8	A9	-1
30984	u,沉睡幼蟻\0	a,	9C	E8	A9	-1
30985	u,沉睡幼蟻\0	a,	9C	E8	A9	-1
30986	u,沉睡幼蟻\0	a,	9C	E8	A9	-1
30987	u,沉睡幼蟻\0	a,	9C	E8	A9	-1
30988	u,柏爾斯\0	u,皮匠\0	9C	E8	A9	-1
30989	u,畢佛隆的箱子\0	a,	9C	E8	A9	-1
30990	u,售票員\0	a,	9C	E8	A9	-1
30991	u,售票員\0	a,	9C	E8	A9	-1
30992	u,售票員\0	a,	9C	E8	A9	-1
30993	u,售票員\0	a,	9C	E8	A9	-1
30994	u,售票員\0	a,	9C	E8	A9	-1
30995	u,競賽管理員\0	a,	9C	E8	A9	-1
31001	u,克勞迪雅 亞太法特\0	a,	9C	E8	A9	-1
31002	u,里澳林\0	u,巨匠\0	9C	E8	A9	-1
31003	u,來來貓\0	a,	9C	E8	A9	-1
31004	u,半月貓\0	a,	9C	E8	A9	-1
31005	u,永久機關\0	a,	9C	E8	A9	-1
31006	u,月陰\0	a,	9C	E8	A9	-1
31007	u,風之騎士\0	a,	9C	E8	A9	-1
31008	u,流星\0	a,	9C	E8	A9	-1
31009	u,旋風之雷\0	a,	9C	E8	A9	-1
31010	u,飢渴寶貝\0	a,	9C	E8	A9	-1
31011	u,醉犬\0	a,	9C	E8	A9	-1
31012	u,革命貓\0	a,	9C	E8	A9	-1
31013	u,情人之藍\0	a,	9C	E8	A9	-1
31014	u,照亮人生\0	a,	9C	E8	A9	-1
31015	u,紅色子彈\0	a,	9C	E8	A9	-1
31016	u,閃銀\0	a,	9C	E8	A9	-1
31017	u,超越顛峰\0	a,	9C	E8	A9	-1
31018	u,同花順\0	a,	9C	E8	A9	-1
31019	u,幸運七號\0	a,	9C	E8	A9	-1
31020	u,惡意樹精\0	a,	9C	E8	A9	-1
31021	u,偷跑哥布林\0	a,	9C	E8	A9	-1
31022	u,颱風虎\0	a,	9C	E8	A9	-1
31023	u,赤色爆熱\0	a,	9C	E8	A9	-1
31024	u,銀河鐵道\0	a,	9C	E8	A9	-1
31025	u,最佳狀態\0	a,	9C	E8	A9	-1
31026	u,信天翁\0	a,	9C	E8	A9	-1
31027	u,死神棺材\0	a,	9C	E8	A9	-1
31028	u,柯爾能的箱子\0	a,	9C	E8	A9	-1
31029	u,勾爾昆達的箱子\0	a,	9C	E8	A9	-1
31030	u,哈勒特的箱子\0	a,	9C	E8	A9	-1
31031	u,瞭望水晶\0	a,	9C	E8	A9	-1
31032	u,警衛\0	a,	9C	E8	A9	-1
31033	u,哨兵\0	a,	9C	E8	A9	-1
31034	u,哨兵\0	a,	9C	E8	A9	-1
31035	u,守護者\0	a,	9C	E8	A9	-1
31036	u,百人隊長\0	a,	9C	E8	A9	-1
31042	u,卡塔畢諾\0	u,音樂巨匠\0	9C	E8	A9	-1
31043	u,預塔比亞\0	u,音樂巨匠\0	9C	E8	A9	-1
31044	u,蓋曼\0	u,峽谷商人\0	9C	E8	A9	-1
31045	u,基茲卡\0	u,峽谷商人\0	9C	E8	A9	-1
31046	u,馬斯登\0	u,紋章製造人\0	9C	E8	A9	-1
31047	u,克利\0	u,紋章製造人\0	9C	E8	A9	-1
31048	u,馬克摩特\0	u,紋章製造人\0	9C	E8	A9	-1
31049	u,佩佩\0	u,紋章製造人\0	9C	E8	A9	-1
31050	u,道拉\0	u,紋章製造人\0	9C	E8	A9	-1
31051	u,蓋琪\0	u,紋章製造人\0	9C	E8	A9	-1
31052	u,海特\0	u,紋章製造人\0	9C	E8	A9	-1
31053	u,基德\0	u,紋章製造人\0	9C	E8	A9	-1
31067	u,路德\0	u,寵物管理員\0	9C	E8	A9	-1
31074	u,胡塔庫的屍體\0	a,	9C	E8	A9	-1
31075	u,象牙塔的商人貓\0	a,	9C	E8	A9	-1
31076	u,初學者幫手\0	a,	9C	E8	A9	-1
31077	u,初學者幫手\0	a,	9C	E8	A9	-1
31078	u,黎明的祭司\0	a,	9C	E8	A9	-1
31079	u,黎明的祭司\0	a,	9C	E8	A9	-1
31080	u,黎明的祭司\0	a,	9C	E8	A9	-1
31081	u,黎明的祭司\0	a,	9C	E8	A9	-1
31082	u,黎明的祭司\0	a,	9C	E8	A9	-1
31083	u,黎明的祭司\0	a,	9C	E8	A9	-1
31084	u,黎明的祭司\0	a,	9C	E8	A9	-1
31085	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31086	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31087	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31088	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31089	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31090	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31091	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31092	u,財富的地下商人\0	a,	9C	E8	A9	-1
31093	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31094	u,道破啟示的人\0	a,	9C	E8	A9	-1
31095	u,廟塔守門人\0	a,	9C	E8	A9	-1
31096	u,廟塔守門人\0	a,	9C	E8	A9	-1
31097	u,廟塔守門人\0	a,	9C	E8	A9	-1
31098	u,廟塔守門人\0	a,	9C	E8	A9	-1
31099	u,廟塔守門人\0	a,	9C	E8	A9	-1
31100	u,廟塔守門人\0	a,	9C	E8	A9	-1
31101	u,廟塔守門人\0	a,	9C	E8	A9	-1
31102	u,廟塔守門人\0	a,	9C	E8	A9	-1
31103	u,廟塔守門人\0	a,	9C	E8	A9	-1
31104	u,廟塔守門人\0	a,	9C	E8	A9	-1
31105	u,廟塔守門人\0	a,	9C	E8	A9	-1
31106	u,廟塔守門人\0	a,	9C	E8	A9	-1
31107	u,廟塔守門人\0	a,	9C	E8	A9	-1
31108	u,廟塔守門人\0	a,	9C	E8	A9	-1
31109	u,廟塔守門人\0	a,	9C	E8	A9	-1
31110	u,廟塔守門人\0	a,	9C	E8	A9	-1
31111	u,靈魂守門人\0	a,	9C	E8	A9	-1
31112	u,靈魂守門人\0	a,	9C	E8	A9	-1
31113	u,財富的商人\0	a,	9C	E8	A9	-1
31114	u,廟塔守門人\0	a,	9C	E8	A9	-1
31115	u,廟塔守門人\0	a,	9C	E8	A9	-1
31116	u,廟塔守門人\0	a,	9C	E8	A9	-1
31117	u,廟塔守門人\0	a,	9C	E8	A9	-1
31118	u,廟塔守門人\0	a,	9C	E8	A9	-1
31119	u,廟塔守門人\0	a,	9C	E8	A9	-1
31120	u,廟塔守門人\0	a,	9C	E8	A9	-1
31121	u,廟塔守門人\0	a,	9C	E8	A9	-1
31122	u,廟塔守門人\0	a,	9C	E8	A9	-1
31123	u,廟塔守門人\0	a,	9C	E8	A9	-1
31124	u,廟塔守門人\0	a,	9C	E8	A9	-1
31125	u,廟塔守門人\0	a,	9C	E8	A9	-1
31126	u,財富的鐵匠\0	a,	9C	E8	A9	-1
31127	u,祭典的引導者\0	u,未滿32級\0	9C	E8	A9	-1
31128	u,祭典的引導者\0	u,未滿43級\0	9C	E8	A9	-1
31129	u,祭典的引導者\0	u,未滿54級\0	9C	E8	A9	-1
31130	u,祭典的引導者\0	u,未滿65級\0	9C	E8	A9	-1
31131	u,祭典的引導者\0	u,無限制\0	9C	E8	A9	-1
31132	u,祭典的巫女\0	a,	9C	E8	A9	-1
31133	u,祭典的巫女\0	a,	9C	E8	A9	-1
31134	u,祭典的巫女\0	a,	9C	E8	A9	-1
31135	u,祭典的巫女\0	a,	9C	E8	A9	-1
31136	u,祭典的巫女\0	a,	9C	E8	A9	-1
31137	u,祭典的引導者\0	u,未滿32級\0	9C	E8	A9	-1
31138	u,祭典的引導者\0	u,未滿43級\0	9C	E8	A9	-1
31139	u,祭典的引導者\0	u,未滿54級\0	9C	E8	A9	-1
31140	u,祭典的引導者\0	u,未滿65級\0	9C	E8	A9	-1
31141	u,祭典的引導者\0	u,無限制\0	9C	E8	A9	-1
31142	u,祭典的巫女\0	a,	9C	E8	A9	-1
31143	u,祭典的巫女\0	a,	9C	E8	A9	-1
31144	u,祭典的巫女\0	a,	9C	E8	A9	-1
31145	u,祭典的巫女\0	a,	9C	E8	A9	-1
31146	u,祭典的巫女\0	a,	9C	E8	A9	-1
31147	u,蕭伯霖\0	u,首席調查員\0	9C	E8	A9	-1
31148	u,海盜的寶箱\0	a,	9C	E8	A9	-1
31149	u,混合材料用的缸\0	a,	9C	E8	A9	-1
31168	u,黎明的祭司\0	a,	9C	E8	A9	-1
31169	u,黃昏的祭司\0	a,	9C	E8	A9	-1
31170	u,黎明的紋章\0	a,	9C	E8	A9	-1
31171	u,黃昏的紋章\0	a,	9C	E8	A9	-1
31172	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31173	u,道破啟示的人\0	a,	9C	E8	A9	-1
31174	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31175	u,道破啟示的人\0	a,	9C	E8	A9	-1
31176	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31177	u,道破啟示的人\0	a,	9C	E8	A9	-1
31178	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31179	u,道破啟示的人\0	a,	9C	E8	A9	-1
31180	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31181	u,道破啟示的人\0	a,	9C	E8	A9	-1
31182	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31183	u,道破啟示的人\0	a,	9C	E8	A9	-1
31184	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31185	u,道破啟示的人\0	a,	9C	E8	A9	-1
31186	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31187	u,道破啟示的人\0	a,	9C	E8	A9	-1
31188	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31189	u,道破啟示的人\0	a,	9C	E8	A9	-1
31190	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31191	u,道破啟示的人\0	a,	9C	E8	A9	-1
31192	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31193	u,道破啟示的人\0	a,	9C	E8	A9	-1
31194	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31195	u,道破啟示的人\0	a,	9C	E8	A9	-1
31196	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31197	u,道破啟示的人\0	a,	9C	E8	A9	-1
31198	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31199	u,道破啟示的人\0	a,	9C	E8	A9	-1
31200	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31201	u,道破啟示的人\0	a,	9C	E8	A9	-1
31202	u,瑪希穆斯\0	a,	9C	E8	A9	-1
31203	u,穆典瑟\0	a,	9C	E8	A9	-1
31204	u,喬魯喬\0	a,	9C	E8	A9	-1
31205	u,卡姿\0	a,	9C	E8	A9	-1
31206	u,天天\0	a,	9C	E8	A9	-1
31207	u,瑟魯帝尼亞\0	a,	9C	E8	A9	-1
31208	u,拉克蘭久\0	a,	9C	E8	A9	-1
31209	u,米斯提雷\0	a,	9C	E8	A9	-1
31210	u,競賽場守門人\0	a,	9C	E8	A9	-1
31211	u,競賽場幫手\0	a,	9C	E8	A9	-1
31212	u,活動守門人\0	a,	9C	E8	A9	-1
31213	u,活動守門人\0	a,	9C	E8	A9	-1
31214	u,活動守門人\0	a,	9C	E8	A9	-1
31215	u,活動守門人\0	a,	9C	E8	A9	-1
31216	u,活動守門人\0	a,	9C	E8	A9	-1
31217	u,活動守門人\0	a,	9C	E8	A9	-1
31218	u,活動守門人\0	a,	9C	E8	A9	-1
31219	u,活動守門人\0	a,	9C	E8	A9	-1
31220	u,活動守門人\0	a,	9C	E8	A9	-1
31221	u,活動守門人\0	a,	9C	E8	A9	-1
31222	u,活動守門人\0	a,	9C	E8	A9	-1
31223	u,活動守門人\0	a,	9C	E8	A9	-1
31224	u,活動守門人\0	a,	9C	E8	A9	-1
31225	u,競技場管理員\0	a,	9C	E8	A9	-1
31226	u,競技場監察官\0	a,	9C	E8	A9	-1
31227	u,普斯貓\0	u,活動執行者\0	9C	E8	A9	-1
31228	u,羅伊貓\0	u,活動執行者\0	9C	E8	A9	-1
31229	u,薇妮貓\0	u,活動執行者\0	9C	E8	A9	-1
31230	u,路易貓\0	u,活動執行者\0	9C	E8	A9	-1
31231	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31232	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31233	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31234	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31235	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31236	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31237	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31238	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31239	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31240	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31241	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31242	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31243	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31244	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31245	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31246	u,吶喊滅亡的人\0	a,	9C	E8	A9	-1
31247	u,道破啟示的人\0	a,	9C	E8	A9	-1
31248	u,道破啟示的人\0	a,	9C	E8	A9	-1
31249	u,道破啟示的人\0	a,	9C	E8	A9	-1
31250	u,道破啟示的人\0	a,	9C	E8	A9	-1
31251	u,道破啟示的人\0	a,	9C	E8	A9	-1
31252	u,道破啟示的人\0	a,	9C	E8	A9	-1
31253	u,道破啟示的人\0	a,	9C	E8	A9	-1
31254	u,道破啟示的人\0	a,	9C	E8	A9	-1
31255	u,普斯貓\0	u,活動執行者\0	9C	E8	A9	-1
31256	u,雷恩\0	u,武器商人\0	9C	E8	A9	-1
31257	u,費蘿妮卡\0	u,武器商人\0	9C	E8	A9	-1
31258	u,哈姆特\0	u,防具商人\0	9C	E8	A9	-1
31259	u,珍妮\0	u,防具商人\0	9C	E8	A9	-1
31260	u,優蒂絲\0	u,飾品商人\0	9C	E8	A9	-1
31261	u,雷妮\0	u,飾品商人\0	9C	E8	A9	-1
31262	u,魯貝特\0	u,商人\0	9C	E8	A9	-1
31263	u,莉潔\0	u,雜貨商人\0	9C	E8	A9	-1
31264	u,歐伊森\0	u,紋章製造人\0	9C	E8	A9	-1
31265	u,安涅特\0	u,寵物管理員\0	9C	E8	A9	-1
31266	u,凱薩\0	a,	9C	E8	A9	-1
31267	u,莉雅塔\0	u,倉庫管理員\0	9C	E8	A9	-1
31268	u,哈昆\0	u,倉庫管理員\0	9C	E8	A9	-1
31269	u,夢娜\0	u,倉庫管理員老闆\0	9C	E8	A9	-1
31270	u,斯特法尼\0	u,倉庫管理員\0	9C	E8	A9	-1
31271	u,希爾達\0	u,鐵匠\0	9C	E8	A9	-1
31272	u,諾爾\0	u,鐵匠師傅\0	9C	E8	A9	-1
31273	u,波洛迪\0	u,設計圖商人\0	9C	E8	A9	-1
31274	u,方汀\0	u,礦物商人\0	9C	E8	A9	-1
31275	u,塔蒂雅娜\0	u,守門人\0	9C	E8	A9	-1
31276	u,培倫海特\0	u,宗師\0	9C	E8	A9	-1
31277	u,菲利克斯\0	u,大師\0	9C	E8	A9	-1
31278	u,伯朗因\0	u,大師\0	9C	E8	A9	-1
31279	u,葛萊高爾\0	u,大神官\0	9C	E8	A9	-1
31280	u,法斯迪安\0	u,神官\0	9C	E8	A9	-1
31281	u,瑟拉尼斯\0	u,神官\0	9C	E8	A9	-1
31282	u,傑斯提\0	u,教師\0	9C	E8	A9	-1
31283	u,艾爾米那斯\0	u,教師\0	9C	E8	A9	-1
31284	u,艾蓮娜\0	u,魔法書商人\0	9C	E8	A9	-1
31285	u,思馬艾\0	u,宗師\0	9C	E8	A9	-1
31286	u,卓拉昆\0	u,大師\0	9C	E8	A9	-1
31287	u,卡玫崙\0	u,教師\0	9C	E8	A9	-1
31288	u,阿科蘭\0	u,大團長\0	9C	E8	A9	-1
31289	u,拉肯\0	u,團長\0	9C	E8	A9	-1
31290	u,史卡西\0	u,預言者\0	9C	E8	A9	-1
31291	u,特瑞芭\0	u,護身符商人\0	9C	E8	A9	-1
31292	u,安德烈\0	u,警衛隊長\0	9C	E8	A9	-1
31293	u,昆特\0	u,警衛\0	9C	E8	A9	-1
31294	u,史班\0	u,警衛\0	9C	E8	A9	-1
31295	u,海瑞克\0	u,警衛\0	9C	E8	A9	-1
31296	u,凱德曼\0	u,警衛\0	9C	E8	A9	-1
31297	u,貝爾德\0	u,警衛\0	9C	E8	A9	-1
31298	u,烏利奇\0	u,警衛\0	9C	E8	A9	-1
31299	u,尤根\0	u,警衛\0	9C	E8	A9	-1
31300	u,杜魯曼德\0	u,武器商人\0	9C	E8	A9	-1
31301	u,尼爾斯\0	u,武器商人\0	9C	E8	A9	-1
31302	u,布拉底米爾\0	u,防具商人\0	9C	E8	A9	-1
31303	u,艾麗莎\0	u,防具商人\0	9C	E8	A9	-1
31304	u,亞絲特莉德\0	u,飾品商人\0	9C	E8	A9	-1
31305	u,坎蒂絲\0	u,飾品商人\0	9C	E8	A9	-1
31306	u,娜塔莎\0	u,商人\0	9C	E8	A9	-1
31307	u,貝布\0	u,雜貨商人\0	9C	E8	A9	-1
31308	u,亞奇姆\0	u,紋章製造人\0	9C	E8	A9	-1
31309	u,伍茲\0	u,寵物管理員\0	9C	E8	A9	-1
31310	u,拉菲爾\0	a,	9C	E8	A9	-1
31311	u,修金\0	u,倉庫管理員\0	9C	E8	A9	-1
31312	u,多琳\0	u,倉庫管理員\0	9C	E8	A9	-1
31313	u,路寧\0	u,倉庫管理員\0	9C	E8	A9	-1
31314	u,多那爾\0	u,倉庫管理員老闆\0	9C	E8	A9	-1
31315	u,黛姬\0	u,倉庫管理員\0	9C	E8	A9	-1
31316	u,賓森斯\0	u,鐵匠\0	9C	E8	A9	-1
31317	u,侖貝特\0	u,鐵匠師傅\0	9C	E8	A9	-1
31318	u,葛麗塔\0	u,設計圖商人\0	9C	E8	A9	-1
31319	u,韓斯\0	u,礦物商人\0	9C	E8	A9	-1
31320	u,以利亞娜\0	u,守門人\0	9C	E8	A9	-1
31321	u,齊格曼特\0	u,宗師\0	9C	E8	A9	-1
31322	u,亞力安\0	u,大師\0	9C	E8	A9	-1
31323	u,薇琳\0	u,大師\0	9C	E8	A9	-1
31324	u,安杜露美達\0	u,宗師\0	9C	E8	A9	-1
31325	u,緹米絲\0	u,大師\0	9C	E8	A9	-1
31326	u,藍巴克\0	u,大團長\0	9C	E8	A9	-1
31327	u,塔斯克\0	u,團長\0	9C	E8	A9	-1
31328	u,伊諾珊蒂\0	u,大神官\0	9C	E8	A9	-1
31329	u,艾爾黎亞\0	u,神官\0	9C	E8	A9	-1
31330	u,華格納\0	u,神官\0	9C	E8	A9	-1
31331	u,巴爾迪斯\0	u,大巫師\0	9C	E8	A9	-1
31332	u,亞梅莉雅\0	u,教師\0	9C	E8	A9	-1
31333	u,魯米爾\0	u,教師\0	9C	E8	A9	-1
31334	u,帝法琳\0	u,大巫師\0	9C	E8	A9	-1
31335	u,凱言\0	u,教師\0	9C	E8	A9	-1
31336	u,拉荷拉各提\0	u,大預言者\0	9C	E8	A9	-1
31337	u,梅卡拉\0	u,預言者\0	9C	E8	A9	-1
31338	u,安同\0	u,魔法書商人\0	9C	E8	A9	-1
31339	u,哈克藍\0	u,護身符商人\0	9C	E8	A9	-1
31340	u,瑪帝亞斯\0	u,警衛隊長\0	9C	E8	A9	-1
31341	u,瑞特\0	u,警衛\0	9C	E8	A9	-1
31342	u,戴米特里\0	u,警衛\0	9C	E8	A9	-1
31343	u,貝洛德\0	u,警衛\0	9C	E8	A9	-1
31344	u,修密特\0	u,警衛\0	9C	E8	A9	-1
31345	u,伊恩\0	u,警衛\0	9C	E8	A9	-1
31346	u,西瑞斯\0	u,警衛\0	9C	E8	A9	-1
31347	u,巴克\0	u,警衛\0	9C	E8	A9	-1
31348	u,阿格利貝爾\0	u,大神官\0	9C	E8	A9	-1
31349	u,貝拿帝克\0	u,神官\0	9C	E8	A9	-1
31350	u,多明尼克\0	u,神官\0	9C	E8	A9	-1
31351	u,波卡\0	u,碼頭管理員\0	9C	E8	A9	-1
31356	u,雷米\0	u,使者\0	9C	E8	A9	-1
31357	u,萊安德路\0	u,書記官\0	9C	E8	A9	-1
31358	u,卡斯爾\0	u,吟遊詩人\0	9C	E8	A9	-1
31359	u,傑洛迪\0	u,世界樹守護者\0	9C	E8	A9	-1
31360	u,艾爾海娜\0	u,長老代理人\0	9C	E8	A9	-1
31361	u,克里德\0	u,長老執行者\0	9C	E8	A9	-1
31362	u,泰特\0	u,使者\0	9C	E8	A9	-1
31363	u,洛金\0	u,信使\0	9C	E8	A9	-1
31364	u,洛卡\0	u,炎之守護者\0	9C	E8	A9	-1
31365	u,亞康德\0	u,炎之守護者\0	9C	E8	A9	-1
31366	u,飼料販賣者\0	a,	9C	E8	A9	-1
31367	u,輝煌的呼聲\0	a,	9C	E8	A9	-1
31368	u,彌克蘭\0	u,沉默修道士\0	9C	E8	A9	-1
31369	u,梅農\0	u,沉默修道士\0	9C	E8	A9	-1
31370	u,卡頓 蘇 肯特拉\0	u,長老\0	9C	E8	A9	-1
31371	u,瓦康\0	u,肯特拉傳令\0	9C	E8	A9	-1
31372	u,亞瑟法\0	u,魂靈引導者\0	9C	E8	A9	-1
31373	u,亞坦\0	u,雜貨商人\0	9C	E8	A9	-1
31374	u,賈夫\0	u,倉庫管理員\0	9C	E8	A9	-1
31375	u,裘瑪拉\0	u,商人\0	9C	E8	A9	-1
31376	u,克魯法\0	u,守門人\0	9C	E8	A9	-1
31377	u,阿夏斯 巴瑞卡 杜萊伊\0	u,長老\0	9C	E8	A9	-1
31378	u,那朗 阿夏努克\0	u,巴瑞卡傳令\0	9C	E8	A9	-1
31379	u,烏丹 瑪雷杜伊\0	u,魂靈引導者\0	9C	E8	A9	-1
31380	u,迪亞布\0	u,雜貨商人\0	9C	E8	A9	-1
31381	u,哈格司\0	u,倉庫管理員\0	9C	E8	A9	-1
31382	u,席康\0	u,商人\0	9C	E8	A9	-1
31383	u,泰拉努 瑪雷杜伊\0	u,守門人\0	9C	E8	A9	-1
31384	u,火龍的守門人\0	a,	9C	E8	A9	-1
31385	u,火山的心臟\0	a,	9C	E8	A9	-1
31386	u,薇爾蕾特\0	u,雜貨商人\0	9C	E8	A9	-1
31387	u,克絲緹\0	a,	9C	E8	A9	-1
31388	u,米娜\0	a,	9C	E8	A9	-1
31389	u,多里安\0	a,	9C	E8	A9	-1
31390	u,模型-A\0	u,測試用\0	9C	E8	A9	-1
31391	u,模型-B\0	u,測試用\0	9C	E8	A9	-1
31392	u,模型-C\0	u,測試用\0	9C	E8	A9	-1
31393	u,模型-D\0	u,測試用\0	9C	E8	A9	-1
31394	u,模型-E\0	u,測試用\0	9C	E8	A9	-1
31395	u,模型-F\0	u,測試用\0	9C	E8	A9	-1
31396	u,模型-G\0	u,測試用\0	9C	E8	A9	-1
31397	u,模型-H\0	u,測試用\0	9C	E8	A9	-1
31398	u,模型-I\0	u,測試用\0	9C	E8	A9	-1
31399	u,模型-J\0	u,測試用\0	9C	E8	A9	-1
31400	u,模型-刀警衛\0	u,測試用\0	9C	E8	A9	-1
31401	u,模型-弓警衛\0	u,測試用\0	9C	E8	A9	-1
31404	u,怪物競賽服務員\0	u,古魯丁城鎮\0	9C	E8	A9	-1
31405	u,怪物競賽服務員\0	u,狄恩城鎮\0	9C	E8	A9	-1
31406	u,怪物競賽服務員\0	u,奇岩城鎮\0	9C	E8	A9	-1
31407	u,怪物競賽服務員\0	u,海音斯\0	9C	E8	A9	-1
31408	u,怪物競賽服務員\0	u,歐瑞城鎮\0	9C	E8	A9	-1
31409	u,怪物競賽服務員\0	u,獵人村莊\0	9C	E8	A9	-1
31410	u,怪物競賽服務員\0	u,亞丁城鎮\0	9C	E8	A9	-1
31411	u,怪物競賽服務員\0	u,高達特城鎮\0	9C	E8	A9	-1
31412	u,怪物競賽服務員\0	u,魯因城鎮\0	9C	E8	A9	-1
31413	u,安朵妮歐\0	u,魔法書商人\0	9C	E8	A9	-1
31414	u,琳\0	u,魔法書商人\0	9C	E8	A9	-1
31415	u,蒂麗雅\0	u,魔法書商人\0	9C	E8	A9	-1
31416	u,亞崙\0	u,魔法書商人\0	9C	E8	A9	-1
31417	u,巴里諾\0	u,魔法書商人\0	9C	E8	A9	-1
31418	u,洛克\0	u,魔法書商人\0	9C	E8	A9	-1
31419	u,羅萊爾\0	u,魔法書商人\0	9C	E8	A9	-1
31420	u,多馬尼爾\0	u,魔法書商人\0	9C	E8	A9	-1
31421	u,拉蒂莉亞\0	u,魔法書商人\0	9C	E8	A9	-1
31422	u,米凱爾\0	u,魔法書商人\0	9C	E8	A9	-1
31423	u,羅馬斯\0	u,魔法書商人\0	9C	E8	A9	-1
31424	u,珊塔拉\0	u,護身符商人\0	9C	E8	A9	-1
31425	u,柯蘭\0	u,護身符商人\0	9C	E8	A9	-1
31426	u,加卡\0	u,護身符商人\0	9C	E8	A9	-1
31427	u,烏爾戈\0	u,護身符商人\0	9C	E8	A9	-1
31428	u,夏芭\0	u,護身符商人\0	9C	E8	A9	-1
31429	u,希塔拉\0	u,護身符商人\0	9C	E8	A9	-1
31430	u,多納伊\0	u,護身符商人\0	9C	E8	A9	-1
31431	u,卡萊\0	u,護身符商人\0	9C	E8	A9	-1
31432	u,莉雅\0	u,設計圖商人\0	9C	E8	A9	-1
31433	u,羅納多\0	u,設計圖商人\0	9C	E8	A9	-1
31434	u,薩琳\0	u,設計圖商人\0	9C	E8	A9	-1
31435	u,迪格\0	u,設計圖商人\0	9C	E8	A9	-1
31436	u,塔妮\0	u,設計圖商人\0	9C	E8	A9	-1
31437	u,魯卡\0	u,設計圖商人\0	9C	E8	A9	-1
31438	u,拉拉\0	u,設計圖商人\0	9C	E8	A9	-1
31439	u,羅根\0	u,礦物商人\0	9C	E8	A9	-1
31440	u,拉娜\0	u,礦物商人\0	9C	E8	A9	-1
31441	u,佐爾杜\0	u,礦物商人\0	9C	E8	A9	-1
